Feature 1,Feature 2,Feature 3,count,mean,std,min,25%,50%,75%,max
Packet Type,Alerts/Warnings,Device Type,32.0000,0.0604,0.0544,0.0048,0.0229,0.0346,0.0749,0.2105
Packet Type,Alerts/Warnings,Scale Packet Length,5742.0000,0.3921,0.2232,0.0000,0.2222,0.3333,0.5000,1.0000
Packet Type,Attack Signature,Browser Name,36.0000,0.0389,0.0228,0.0073,0.0239,0.0355,0.0506,0.1099
Packet Type,Attack Signature,Browser Version,264.0000,0.1503,0.1411,0.0000,0.0714,0.1220,0.1801,1.0000
Packet Type,Attack Signature,Browser Minor,404.0000,0.1947,0.1145,0.0000,0.1071,0.1818,0.2667,0.5625
Packet Type,Attack Signature,Browser Patch,484.0000,0.2153,0.1293,0.0000,0.1111,0.2000,0.2941,0.7333
Packet Type,Attack Signature,OS Version,88.0000,0.0660,0.0527,0.0026,0.0300,0.0503,0.0851,0.3158
Packet Type,Attack Signature,OS Version Minor,56.0000,0.0567,0.0350,0.0052,0.0314,0.0466,0.0810,0.1695
Packet Type,Attack Signature,OS Version Patch,44.0000,0.0571,0.0349,0.0045,0.0340,0.0516,0.0749,0.1507
Packet Type,Attack Signature,Device Model,32.0000,0.0584,0.0567,0.0049,0.0221,0.0423,0.0748,0.2632
Packet Type,Attack Signature,Device Type,32.0000,0.0584,0.0567,0.0049,0.0221,0.0423,0.0748,0.2632
Packet Type,Attack Signature,Packet Bin,12.0000,0.0246,0.0102,0.0054,0.0200,0.0249,0.0309,0.0406
Packet Type,Attack Signature,Scale Packet Length,5744.0000,0.3906,0.2234,0.0000,0.2222,0.3333,0.5000,1.0000
Packet Type,Action Taken,Browser Name,54.0000,0.0461,0.0234,0.0144,0.0292,0.0417,0.0558,0.1124
Packet Type,Action Taken,Browser Version,396.0000,0.1812,0.1623,0.0000,0.0808,0.1429,0.2338,1.0000
Packet Type,Action Taken,Browser Minor,606.0000,0.2455,0.1465,0.0000,0.1429,0.2290,0.3333,1.0000
Packet Type,Action Taken,Browser Patch,726.0000,0.2697,0.1525,0.0000,0.1667,0.2500,0.3636,0.8889
Packet Type,Action Taken,OS Version,132.0000,0.0821,0.0775,0.0000,0.0348,0.0585,0.0988,0.4333
Packet Type,Action Taken,OS Version Minor,84.0000,0.0763,0.0471,0.0022,0.0391,0.0645,0.1107,0.1890
Packet Type,Action Taken,OS Version Patch,66.0000,0.0629,0.0421,0.0051,0.0345,0.0561,0.0844,0.1856
Packet Type,Action Taken,Device Model,48.0000,0.0813,0.0857,0.0040,0.0218,0.0515,0.1025,0.3636
Packet Type,Action Taken,Device Type,48.0000,0.0813,0.0857,0.0040,0.0218,0.0515,0.1025,0.3636
Packet Type,Action Taken,Scale Packet Length,8524.0000,0.4925,0.2709,0.0000,0.2500,0.5000,0.6667,1.0000
Packet Type,Severity Level,Browser Name,54.0000,0.0437,0.0231,0.0088,0.0227,0.0417,0.0624,0.1018
Packet Type,Severity Level,Browser Version,395.0000,0.1790,0.1662,0.0000,0.0753,0.1429,0.2143,1.0000
Packet Type,Severity Level,Browser Minor,606.0000,0.2511,0.1475,0.0000,0.1364,0.2308,0.3333,1.0000
Packet Type,Severity Level,Browser Patch,726.0000,0.2591,0.1502,0.0000,0.1538,0.2500,0.3571,0.9091
Packet Type,Severity Level,OS Version,132.0000,0.0905,0.0658,0.0040,0.0457,0.0802,0.1115,0.4545
Packet Type,Severity Level,OS Version Minor,84.0000,0.0822,0.0508,0.0051,0.0438,0.0693,0.1193,0.2400
Packet Type,Severity Level,OS Version Patch,66.0000,0.0737,0.0435,0.0078,0.0410,0.0676,0.1038,0.1964
Packet Type,Severity Level,Device Model,48.0000,0.0826,0.0905,0.0042,0.0249,0.0568,0.0872,0.3846
Packet Type,Severity Level,Device Type,48.0000,0.0826,0.0905,0.0042,0.0249,0.0568,0.0872,0.3846
Packet Type,Severity Level,Scale Packet Length,8550.0000,0.4908,0.2698,0.0000,0.2500,0.5000,0.6667,1.0000
Packet Type,Network Segment,Browser Name,54.0000,0.0457,0.0247,0.0059,0.0294,0.0403,0.0575,0.1385
Packet Type,Network Segment,Browser Version,394.0000,0.1844,0.1589,0.0000,0.0882,0.1538,0.2222,1.0000
Packet Type,Network Segment,Browser Minor,606.0000,0.2476,0.1469,0.0000,0.1333,0.2308,0.3333,1.0000
Packet Type,Network Segment,Browser Patch,726.0000,0.2706,0.1535,0.0000,0.1579,0.2500,0.3684,0.8333
Packet Type,Network Segment,OS Version,132.0000,0.0844,0.0795,0.0045,0.0362,0.0638,0.1081,0.5000
Packet Type,Network Segment,OS Version Minor,84.0000,0.0725,0.0402,0.0032,0.0403,0.0682,0.0971,0.1826
Packet Type,Network Segment,OS Version Patch,66.0000,0.0611,0.0363,0.0081,0.0339,0.0566,0.0846,0.1584
Packet Type,Network Segment,Device Brand,24.0000,0.0899,0.1277,0.0055,0.0200,0.0254,0.0830,0.4286
Packet Type,Network Segment,Device Model,48.0000,0.0843,0.0962,0.0041,0.0266,0.0478,0.0919,0.4286
Packet Type,Network Segment,Device Type,48.0000,0.0843,0.0962,0.0041,0.0266,0.0478,0.0919,0.4286
Packet Type,Network Segment,Scale Packet Length,8536.0000,0.4900,0.2727,0.0000,0.2500,0.5000,0.6667,1.0000
Packet Type,Firewall Logs,Browser Version,264.0000,0.1495,0.1454,0.0000,0.0713,0.1199,0.1823,1.0000
Packet Type,Firewall Logs,Browser Minor,404.0000,0.2054,0.1142,0.0000,0.1176,0.1914,0.2727,0.5769
Packet Type,Firewall Logs,Browser Patch,484.0000,0.2161,0.1248,0.0000,0.1237,0.2000,0.2923,0.8000
Packet Type,Firewall Logs,OS Version,88.0000,0.0704,0.0612,0.0044,0.0345,0.0525,0.0867,0.4167
Packet Type,Firewall Logs,OS Version Minor,56.0000,0.0558,0.0350,0.0006,0.0306,0.0480,0.0762,0.1508
Packet Type,Firewall Logs,OS Version Patch,44.0000,0.0568,0.0360,0.0019,0.0298,0.0488,0.0770,0.1813
Packet Type,Firewall Logs,Device Model,32.0000,0.0728,0.0797,0.0032,0.0265,0.0442,0.0722,0.3077
Packet Type,Firewall Logs,Device Type,32.0000,0.0728,0.0797,0.0032,0.0265,0.0442,0.0722,0.3077
Packet Type,Firewall Logs,Scale Packet Length,5739.0000,0.3857,0.2210,0.0000,0.2222,0.3333,0.5000,1.0000
Packet Type,IDS/IPS Alerts,Browser Name,36.0000,0.0344,0.0202,0.0059,0.0201,0.0309,0.0402,0.0864
Packet Type,IDS/IPS Alerts,Browser Version,264.0000,0.1442,0.1299,0.0000,0.0638,0.1212,0.1781,1.0000
Packet Type,IDS/IPS Alerts,Browser Minor,404.0000,0.2005,0.1193,0.0000,0.1111,0.1905,0.2727,0.8182
Packet Type,IDS/IPS Alerts,Browser Patch,484.0000,0.2153,0.1196,0.0000,0.1250,0.2083,0.2917,0.5833
Packet Type,IDS/IPS Alerts,OS Version,88.0000,0.0654,0.0500,0.0027,0.0344,0.0528,0.0862,0.3333
Packet Type,IDS/IPS Alerts,OS Version Minor,56.0000,0.0590,0.0352,0.0072,0.0290,0.0550,0.0825,0.1356
Packet Type,IDS/IPS Alerts,OS Version Patch,44.0000,0.0597,0.0378,0.0071,0.0270,0.0596,0.0765,0.1961
Packet Type,IDS/IPS Alerts,Device Model,32.0000,0.0540,0.0469,0.0063,0.0208,0.0374,0.0685,0.1852
Packet Type,IDS/IPS Alerts,Device Type,32.0000,0.0540,0.0469,0.0063,0.0208,0.0374,0.0685,0.1852
Packet Type,IDS/IPS Alerts,Scale Packet Length,5742.0000,0.3932,0.2248,0.0000,0.2222,0.3636,0.5385,1.0000
Packet Type,Log Source,Browser Name,36.0000,0.0397,0.0193,0.0039,0.0305,0.0368,0.0502,0.0813
Packet Type,Log Source,Browser Version,264.0000,0.1530,0.1330,0.0000,0.0714,0.1276,0.1946,1.0000
Packet Type,Log Source,Browser Minor,404.0000,0.2038,0.1201,0.0000,0.1111,0.1852,0.2727,0.7273
Packet Type,Log Source,Browser Patch,484.0000,0.2207,0.1239,0.0000,0.1304,0.2143,0.3000,0.6667
Packet Type,Log Source,OS Version,88.0000,0.0728,0.0625,0.0000,0.0350,0.0526,0.1003,0.3000
Packet Type,Log Source,OS Version Minor,56.0000,0.0659,0.0439,0.0000,0.0315,0.0661,0.0860,0.2049
Packet Type,Log Source,OS Version Patch,44.0000,0.0577,0.0349,0.0014,0.0324,0.0564,0.0760,0.1528
Packet Type,Log Source,Device Model,32.0000,0.0660,0.0591,0.0074,0.0256,0.0488,0.0810,0.2308
Packet Type,Log Source,Device Type,32.0000,0.0660,0.0591,0.0074,0.0256,0.0488,0.0810,0.2308
Packet Type,Log Source,Scale Packet Length,5742.0000,0.3890,0.2201,0.0000,0.2222,0.3333,0.5000,1.0000
Packet Type,Browser Name,Browser Version,406.0000,0.1990,0.1480,0.0000,0.0909,0.1550,0.2778,1.0000
Packet Type,Browser Name,Browser Minor,222.0000,0.1363,0.0793,0.0000,0.0728,0.1357,0.1869,0.4211
Packet Type,Browser Name,Browser Patch,464.0000,0.2551,0.1906,0.0000,0.1212,0.2069,0.3333,1.0000
Packet Type,Browser Name,Browser Patch Minor,18.0000,0.0299,0.0123,0.0162,0.0207,0.0253,0.0332,0.0631
Packet Type,Browser Name,OS Name,32.0000,0.0329,0.0147,0.0069,0.0237,0.0335,0.0411,0.0631
Packet Type,Browser Name,OS Version,194.0000,0.1035,0.0830,0.0000,0.0445,0.0814,0.1343,0.5385
Packet Type,Browser Name,OS Version Minor,108.0000,0.0907,0.0812,0.0065,0.0423,0.0773,0.1050,0.6667
Packet Type,Browser Name,OS Version Patch,122.0000,0.0959,0.0638,0.0066,0.0470,0.0809,0.1267,0.3333
Packet Type,Browser Name,OS Version Patch Minor,18.0000,0.0299,0.0123,0.0162,0.0207,0.0253,0.0332,0.0631
Packet Type,Browser Name,Device Brand,40.0000,0.0783,0.1097,0.0103,0.0254,0.0375,0.0675,0.6000
Packet Type,Browser Name,Device Model,48.0000,0.0780,0.1010,0.0103,0.0288,0.0405,0.0721,0.6000
Packet Type,Browser Name,Device Type,48.0000,0.0780,0.1010,0.0103,0.0288,0.0405,0.0721,0.6000
Packet Type,Browser Name,Packet Bin,54.0000,0.0486,0.0271,0.0060,0.0330,0.0478,0.0615,0.1526
Packet Type,Browser Name,Global Source IP,36.0000,0.1871,0.1868,0.0158,0.0253,0.0954,0.3333,0.6000
Packet Type,Browser Name,Global Destination IP,36.0000,0.2208,0.2581,0.0000,0.0255,0.0449,0.3812,0.8000
Packet Type,Browser Name,Is Proxy,36.0000,0.0415,0.0233,0.0086,0.0261,0.0359,0.0554,0.0950
Packet Type,Browser Version,Browser Minor,684.0000,0.2346,0.1786,0.0000,0.1064,0.2000,0.3164,1.0000
Packet Type,Browser Version,Browser Patch Minor,234.0000,0.1708,0.1461,0.0000,0.0714,0.1250,0.2233,0.7778
Packet Type,Browser Version,OS Name,608.0000,0.2098,0.1309,0.0000,0.1111,0.1875,0.2923,0.7692
Packet Type,Browser Version,OS Version Minor,1640.0000,0.5146,0.3319,0.0000,0.2365,0.5000,0.7500,1.0000
Packet Type,Browser Version,OS Version Patch,1337.0000,0.4624,0.3204,0.0000,0.2000,0.4167,0.6667,1.0000
Packet Type,Browser Version,OS Version Patch Minor,132.0000,0.1019,0.0942,0.0000,0.0459,0.0819,0.1241,0.7333
Packet Type,Browser Version,Device Brand,388.0000,0.1681,0.1206,0.0000,0.0851,0.1515,0.2109,1.0000
Packet Type,Browser Version,Device Model,734.0000,0.2972,0.2345,0.0000,0.1351,0.2308,0.4000,1.0000
Packet Type,Browser Version,Device Type,734.0000,0.2972,0.2345,0.0000,0.1351,0.2308,0.4000,1.0000
Packet Type,Browser Version,Packet Bin,393.0000,0.1961,0.1700,0.0000,0.0833,0.1607,0.2500,1.0000
Packet Type,Browser Version,Global Source IP,189.0000,0.3044,0.3595,0.0000,0.0613,0.1170,0.5000,1.0000
Packet Type,Browser Version,Global Destination IP,190.0000,0.3157,0.3678,0.0000,0.0618,0.1154,0.5000,1.0000
Packet Type,Browser Version,Is Proxy,264.0000,0.1477,0.1429,0.0000,0.0560,0.1177,0.1827,1.0000
Packet Type,Browser Minor,Browser Patch,452.0000,0.1510,0.0825,0.0000,0.0841,0.1505,0.2000,0.4211
Packet Type,Browser Minor,Browser Patch Minor,204.0000,0.1408,0.0789,0.0000,0.0766,0.1395,0.1895,0.4211
Packet Type,Browser Minor,OS Name,408.0000,0.1999,0.1324,0.0000,0.1053,0.1852,0.2614,0.8333
Packet Type,Browser Minor,OS Version Minor,336.0000,0.1653,0.1153,0.0000,0.0769,0.1538,0.2146,0.7500
Packet Type,Browser Minor,OS Version Patch,365.0000,0.1939,0.1633,0.0000,0.0909,0.1600,0.2340,1.0000
Packet Type,Browser Minor,OS Version Patch Minor,202.0000,0.1421,0.0783,0.0000,0.0771,0.1399,0.1902,0.4211
Packet Type,Browser Minor,Packet Bin,606.0000,0.2669,0.1653,0.0000,0.1429,0.2500,0.3636,1.0000
Packet Type,Browser Minor,Global Source IP,242.0000,0.2580,0.2952,0.0000,0.0899,0.1600,0.2243,1.0000
Packet Type,Browser Minor,Global Destination IP,243.0000,0.2697,0.3097,0.0000,0.0926,0.1600,0.2333,1.0000
Packet Type,Browser Minor,Is Proxy,404.0000,0.2030,0.1160,0.0000,0.1198,0.1875,0.2692,0.6000
Packet Type,Browser Patch,Browser Patch Minor,242.0000,0.1572,0.0876,0.0038,0.0821,0.1539,0.2117,0.4000
Packet Type,Browser Patch,OS Name,1132.0000,0.3497,0.2097,0.0000,0.2000,0.3333,0.5000,1.0000
Packet Type,Browser Patch,OS Version Patch Minor,242.0000,0.1572,0.0876,0.0038,0.0821,0.1539,0.2117,0.4000
Packet Type,Browser Patch,Device Brand,726.0000,0.2919,0.1986,0.0000,0.1549,0.2500,0.3750,1.0000
Packet Type,Browser Patch,Device Model,1269.0000,0.4450,0.2975,0.0000,0.2000,0.4000,0.6250,1.0000
Packet Type,Browser Patch,Device Type,1269.0000,0.4450,0.2975,0.0000,0.2000,0.4000,0.6250,1.0000
Packet Type,Browser Patch,Packet Bin,726.0000,0.2768,0.1742,0.0000,0.1429,0.2500,0.3750,0.8571
Packet Type,Browser Patch,Global Source IP,290.0000,0.2766,0.2948,0.0000,0.1000,0.1750,0.2658,1.0000
Packet Type,Browser Patch,Global Destination IP,296.0000,0.2949,0.3163,0.0029,0.0994,0.1750,0.2808,1.0000
Packet Type,Browser Patch,Is Proxy,484.0000,0.2174,0.1245,0.0000,0.1250,0.2000,0.2941,0.6000
Packet Type,Browser Patch Minor,OS Version,88.0000,0.0863,0.0825,0.0030,0.0361,0.0575,0.1250,0.4444
Packet Type,Browser Patch Minor,OS Version Minor,56.0000,0.0609,0.0418,0.0040,0.0302,0.0524,0.0828,0.2041
Packet Type,Browser Patch Minor,OS Version Patch,44.0000,0.0601,0.0468,0.0043,0.0245,0.0529,0.0859,0.1932
Packet Type,Browser Patch Minor,Device Model,28.0000,0.0501,0.0405,0.0020,0.0214,0.0355,0.0618,0.1579
Packet Type,Browser Patch Minor,Device Type,28.0000,0.0501,0.0405,0.0020,0.0214,0.0355,0.0618,0.1579
Packet Type,Browser Patch Minor,Scale Packet Length,5590.0000,0.4616,0.2930,0.0000,0.2308,0.4000,0.6667,1.0000
Packet Type,OS Name,OS Version,66.0000,0.0686,0.0670,0.0056,0.0269,0.0485,0.0973,0.4286
Packet Type,OS Name,OS Version Minor,46.0000,0.0643,0.0490,0.0034,0.0340,0.0543,0.0745,0.2069
Packet Type,OS Name,OS Version Patch,58.0000,0.0708,0.0594,0.0034,0.0310,0.0534,0.0937,0.2558
Packet Type,OS Name,Packet Bin,30.0000,0.0344,0.0221,0.0067,0.0210,0.0280,0.0439,0.0904
Packet Type,OS Version,OS Version Minor,102.0000,0.0866,0.0784,0.0052,0.0340,0.0551,0.1194,0.4286
Packet Type,OS Version,OS Version Patch,118.0000,0.1050,0.0949,0.0056,0.0335,0.0718,0.1543,0.4444
Packet Type,OS Version,OS Version Patch Minor,44.0000,0.0527,0.0407,0.0056,0.0237,0.0390,0.0767,0.2059
Packet Type,OS Version,Device Brand,83.0000,0.2198,0.3307,0.0000,0.0288,0.0652,0.2019,1.0000
Packet Type,OS Version,Device Model,107.0000,0.1973,0.2950,0.0000,0.0334,0.0921,0.1610,1.0000
Packet Type,OS Version,Device Type,107.0000,0.1973,0.2950,0.0000,0.0334,0.0921,0.1610,1.0000
Packet Type,OS Version,Packet Bin,132.0000,0.0920,0.0753,0.0046,0.0416,0.0727,0.1162,0.5000
Packet Type,OS Version,Global Source IP,82.0000,0.2830,0.3129,0.0000,0.0362,0.1103,0.5000,1.0000
Packet Type,OS Version,Global Destination IP,79.0000,0.2658,0.3031,0.0061,0.0371,0.1092,0.5000,1.0000
Packet Type,OS Version,Is Proxy,88.0000,0.0731,0.0559,0.0016,0.0332,0.0603,0.0902,0.2500
Packet Type,OS Version Minor,OS Version Patch,232.0000,0.1430,0.0871,0.0000,0.0828,0.1266,0.2000,0.4375
Packet Type,OS Version Minor,Device Brand,57.0000,0.2163,0.3280,0.0009,0.0397,0.0629,0.1600,1.0000
Packet Type,OS Version Minor,Device Model,77.0000,0.1830,0.2880,0.0009,0.0426,0.0698,0.1204,1.0000
Packet Type,OS Version Minor,Device Type,77.0000,0.1830,0.2880,0.0009,0.0426,0.0698,0.1204,1.0000
Packet Type,OS Version Minor,Packet Bin,84.0000,0.0738,0.0490,0.0016,0.0392,0.0650,0.0884,0.2698
Packet Type,OS Version Minor,Global Source IP,53.0000,0.2670,0.3345,0.0000,0.0336,0.0718,0.5000,1.0000
Packet Type,OS Version Minor,Global Destination IP,52.0000,0.2965,0.3622,0.0038,0.0357,0.0855,0.5000,1.0000
Packet Type,OS Version Minor,Is Proxy,56.0000,0.0653,0.0373,0.0016,0.0362,0.0575,0.0946,0.1385
Packet Type,OS Version Patch,OS Version Patch Minor,22.0000,0.0389,0.0253,0.0036,0.0262,0.0343,0.0498,0.1212
Packet Type,OS Version Patch,Device Brand,56.0000,0.2432,0.3527,0.0009,0.0343,0.0638,0.2224,1.0000
Packet Type,OS Version Patch,Device Model,102.0000,0.1955,0.2735,0.0009,0.0471,0.0887,0.1794,1.0000
Packet Type,OS Version Patch,Device Type,102.0000,0.1955,0.2735,0.0009,0.0471,0.0887,0.1794,1.0000
Packet Type,OS Version Patch,Packet Bin,66.0000,0.0773,0.0531,0.0073,0.0307,0.0702,0.1104,0.2375
Packet Type,OS Version Patch,Global Source IP,43.0000,0.3008,0.3608,0.0000,0.0308,0.0635,0.5000,1.0000
Packet Type,OS Version Patch,Global Destination IP,42.0000,0.2589,0.3432,0.0000,0.0318,0.0633,0.3625,1.0000
Packet Type,OS Version Patch,Is Proxy,44.0000,0.0629,0.0463,0.0069,0.0251,0.0477,0.0915,0.1714
Packet Type,OS Version Patch Minor,Scale Packet Length,2874.0000,0.2661,0.1465,0.0000,0.1579,0.2500,0.3571,1.0000
Packet Type,Device Brand,Packet Bin,24.0000,0.0797,0.1079,0.0071,0.0214,0.0272,0.0911,0.4286
Packet Type,Device Brand,Scale Packet Length,8069.0000,0.5335,0.3066,0.0000,0.2857,0.5000,0.7500,1.0000
Packet Type,Device Model,Packet Bin,48.0000,0.0842,0.0871,0.0094,0.0295,0.0538,0.1009,0.4286
Packet Type,Device Model,Global Source IP,31.0000,0.2051,0.2534,0.0005,0.0335,0.1250,0.2361,1.0000
Packet Type,Device Model,Global Destination IP,31.0000,0.2477,0.2931,0.0013,0.0293,0.1351,0.3875,1.0000
Packet Type,Device Model,Is Proxy,32.0000,0.0590,0.0586,0.0015,0.0262,0.0433,0.0699,0.2778
Packet Type,Device Type,Packet Bin,48.0000,0.0842,0.0871,0.0094,0.0295,0.0538,0.1009,0.4286
Packet Type,Device Type,Global Source IP,31.0000,0.2051,0.2534,0.0005,0.0335,0.1250,0.2361,1.0000
Packet Type,Device Type,Global Destination IP,31.0000,0.2477,0.2931,0.0013,0.0293,0.1351,0.3875,1.0000
Packet Type,Device Type,Is Proxy,32.0000,0.0590,0.0586,0.0015,0.0262,0.0433,0.0699,0.2778
Packet Type,Packet Bin,Scale Packet Length,2874.0000,0.2661,0.1465,0.0000,0.1579,0.2500,0.3571,1.0000
Packet Type,Scale Packet Length,Global Source IP,3045.0000,0.3068,0.2186,0.0000,0.1667,0.2500,0.3846,1.0000
Packet Type,Scale Packet Length,Global Destination IP,3043.0000,0.3064,0.2189,0.0000,0.1667,0.2500,0.3846,1.0000
Packet Type,Scale Packet Length,Is Proxy,5741.0000,0.3890,0.2233,0.0000,0.2222,0.3333,0.5000,1.0000
Traffic Type,Malware Indicators,Browser Name,54.0000,0.0468,0.0269,0.0050,0.0272,0.0386,0.0620,0.1027
Traffic Type,Malware Indicators,Browser Version,394.0000,0.1846,0.1588,0.0000,0.0882,0.1481,0.2350,1.0000
Traffic Type,Malware Indicators,Browser Minor,606.0000,0.2552,0.1447,0.0000,0.1538,0.2381,0.3333,0.8333
Traffic Type,Malware Indicators,Browser Patch,726.0000,0.2653,0.1464,0.0000,0.1538,0.2500,0.3750,0.8000
Traffic Type,Malware Indicators,OS Name,30.0000,0.0332,0.0177,0.0063,0.0201,0.0317,0.0440,0.0766
Traffic Type,Malware Indicators,OS Version,132.0000,0.0860,0.0761,0.0000,0.0363,0.0751,0.1137,0.5556
Traffic Type,Malware Indicators,OS Version Minor,84.0000,0.0764,0.0452,0.0000,0.0419,0.0718,0.1002,0.2177
Traffic Type,Malware Indicators,OS Version Patch,66.0000,0.0723,0.0424,0.0020,0.0399,0.0732,0.0971,0.2381
Traffic Type,Malware Indicators,Device Model,48.0000,0.0761,0.0995,0.0000,0.0255,0.0402,0.0634,0.5000
Traffic Type,Malware Indicators,Device Type,48.0000,0.0761,0.0995,0.0000,0.0255,0.0402,0.0634,0.5000
Traffic Type,Malware Indicators,Scale Packet Length,8549.0000,0.4880,0.2699,0.0000,0.2500,0.5000,0.6667,1.0000
Traffic Type,Alerts/Warnings,Browser Name,54.0000,0.0480,0.0312,0.0028,0.0296,0.0436,0.0670,0.1494
Traffic Type,Alerts/Warnings,Browser Version,394.0000,0.1958,0.1839,0.0000,0.0866,0.1508,0.2400,1.0000
Traffic Type,Alerts/Warnings,Browser Minor,606.0000,0.2543,0.1452,0.0000,0.1429,0.2353,0.3333,0.8000
Traffic Type,Alerts/Warnings,Browser Patch,726.0000,0.2615,0.1547,0.0000,0.1538,0.2353,0.3571,1.0000
Traffic Type,Alerts/Warnings,OS Name,30.0000,0.0331,0.0176,0.0018,0.0208,0.0303,0.0454,0.0836
Traffic Type,Alerts/Warnings,OS Version,132.0000,0.0889,0.0773,0.0000,0.0383,0.0606,0.1167,0.4167
Traffic Type,Alerts/Warnings,OS Version Minor,84.0000,0.0753,0.0485,0.0000,0.0402,0.0721,0.0963,0.2262
Traffic Type,Alerts/Warnings,OS Version Patch,66.0000,0.0677,0.0369,0.0082,0.0413,0.0659,0.0902,0.1792
Traffic Type,Alerts/Warnings,Device Brand,24.0000,0.1038,0.1436,0.0117,0.0211,0.0266,0.0724,0.4286
Traffic Type,Alerts/Warnings,Device Model,48.0000,0.0903,0.1064,0.0028,0.0270,0.0558,0.0903,0.4286
Traffic Type,Alerts/Warnings,Device Type,48.0000,0.0903,0.1064,0.0028,0.0270,0.0558,0.0903,0.4286
Traffic Type,Alerts/Warnings,Scale Packet Length,8536.0000,0.4905,0.2677,0.0000,0.2500,0.5000,0.6667,1.0000
Traffic Type,Attack Signature,Browser Name,54.0000,0.0454,0.0232,0.0038,0.0283,0.0461,0.0585,0.0939
Traffic Type,Attack Signature,Browser Version,393.0000,0.1785,0.1655,0.0000,0.0667,0.1407,0.2258,1.0000
Traffic Type,Attack Signature,Browser Minor,606.0000,0.2439,0.1458,0.0000,0.1333,0.2247,0.3333,0.7500
Traffic Type,Attack Signature,Browser Patch,726.0000,0.2684,0.1525,0.0000,0.1549,0.2500,0.3636,0.8750
Traffic Type,Attack Signature,OS Version,132.0000,0.0869,0.0793,0.0084,0.0387,0.0666,0.1101,0.5556
Traffic Type,Attack Signature,OS Version Minor,84.0000,0.0728,0.0456,0.0000,0.0353,0.0644,0.1076,0.1947
Traffic Type,Attack Signature,OS Version Patch,66.0000,0.0729,0.0449,0.0010,0.0364,0.0681,0.0968,0.1933
Traffic Type,Attack Signature,Device Model,48.0000,0.0845,0.1244,0.0042,0.0265,0.0450,0.0829,0.5714
Traffic Type,Attack Signature,Device Type,48.0000,0.0845,0.1244,0.0042,0.0265,0.0450,0.0829,0.5714
Traffic Type,Attack Signature,Scale Packet Length,8543.0000,0.4904,0.2728,0.0000,0.2500,0.5000,0.6667,1.0000
Traffic Type,Action Taken,Browser Name,81.0000,0.0510,0.0352,0.0048,0.0244,0.0419,0.0690,0.1744
Traffic Type,Action Taken,Browser Version,588.0000,0.2224,0.1880,0.0000,0.1031,0.1791,0.2857,1.0000
Traffic Type,Action Taken,Browser Minor,909.0000,0.3193,0.1920,0.0000,0.1765,0.3000,0.4286,1.0000
Traffic Type,Action Taken,Browser Patch,1088.0000,0.3255,0.1899,0.0000,0.2000,0.3000,0.4286,1.0000
Traffic Type,Action Taken,OS Name,45.0000,0.0402,0.0240,0.0015,0.0234,0.0374,0.0572,0.1075
Traffic Type,Action Taken,OS Version,198.0000,0.0997,0.0898,0.0000,0.0436,0.0724,0.1265,0.5714
Traffic Type,Action Taken,OS Version Minor,126.0000,0.0878,0.0575,0.0000,0.0462,0.0788,0.1222,0.3243
Traffic Type,Action Taken,OS Version Patch,99.0000,0.0879,0.0573,0.0025,0.0518,0.0779,0.1133,0.3333
Traffic Type,Action Taken,Device Model,72.0000,0.1012,0.1285,0.0054,0.0277,0.0600,0.1004,0.6667
Traffic Type,Action Taken,Device Type,72.0000,0.1012,0.1285,0.0054,0.0277,0.0600,0.1004,0.6667
Traffic Type,Severity Level,Browser Name,81.0000,0.0515,0.0298,0.0072,0.0272,0.0470,0.0635,0.1326
Traffic Type,Severity Level,Browser Version,589.0000,0.2188,0.1853,0.0000,0.0952,0.1739,0.2778,1.0000
Traffic Type,Severity Level,Browser Minor,909.0000,0.3138,0.1843,0.0000,0.1818,0.2857,0.4286,1.0000
Traffic Type,Severity Level,Browser Patch,1089.0000,0.3318,0.1990,0.0000,0.1818,0.3000,0.4444,1.0000
Traffic Type,Severity Level,OS Name,45.0000,0.0368,0.0229,0.0029,0.0201,0.0300,0.0498,0.1048
Traffic Type,Severity Level,OS Version,198.0000,0.1095,0.1011,0.0000,0.0446,0.0842,0.1380,0.8333
Traffic Type,Severity Level,OS Version Minor,126.0000,0.0952,0.0603,0.0036,0.0560,0.0791,0.1263,0.3137
Traffic Type,Severity Level,OS Version Patch,99.0000,0.0873,0.0588,0.0028,0.0380,0.0780,0.1209,0.2941
Traffic Type,Severity Level,Device Model,72.0000,0.1016,0.1507,0.0000,0.0269,0.0477,0.0975,0.8000
